customer_id,net_sales
1509,59999.6
1807,55999.4
963,54099.3
785,52999.5
931,51499.5
1573,51499.4
1526,51499.399999999994
1013,49999.95
365,49999.9
568,49999.75
1164,49999.65
1482,49999.65
1000,48899.6
388,47999.65
925,47999.600000000006
1106,47599.75
383,47599.450000000004
1786,47599.399999999994
1296,46999.55
412,46999.399999999994
1744,46499.299999999996
634,46299.6
1162,46299.5
1642,46299.450000000004
422,45199.399999999994
1937,45199.3
251,44999.9
1851,44999.75
122,44999.75
1793,44999.7
545,44999.7
1940,44999.7
1272,44999.65
500,44999.65
912,44999.6
783,41299.45
983,39999.8
1692,39999.8
648,39999.8
1345,39999.8
99,39999.6
985,39999.55
348,39999.35
828,38999.55
1722,38499.4
349,38499.3
8,37199.3
1120,36499.45
1641,35899.55
138,35199.65
870,34599.55
213,33899.5
1858,33299.55
1057,31999.95
986,31999.95
1017,31999.9
105,31999.85
376,31999.85
319,31999.75
160,31999.7
555,31999.7
1239,31999.699999999997
587,31999.65
184,31999.6
655,31999.6
342,31999.6
1129,31999.6
700,31999.6
1736,31799.15
1403,29999.95
437,29999.85
1037,29999.85
615,29999.75
707,29999.7
1676,29999.6
1803,23999.95
664,23999.95
1202,23999.9
503,23999.85
1290,23999.7
1236,23999.7
1862,23999.65
972,23999.6
1476,21499.6
1466,21499.45
1861,21199.449999999997
1747,20199.55
897,18899.55
1045,18599.55
572,16299.599999999999
671,15999.8
1721,15999.8
1383,15999.8
1122,15999.75
1344,15999.65
1039,15999.65
1991,15999.6
1684,15999.6
1115,14999.95
837,14999.9
19,14999.85
355,14999.85
48,14999.8
1447,14999.75
1555,14999.75
444,14999.75
595,14999.75
1474,14999.7
1647,14999.65
598,14999.65
1016,14999.65
718,14999.65
1602,14999.65
1553,11899.55
453,11699.55
1238,10599.25
1527,9099.45
157,7999.9
855,7999.8
1698,7999.8
12,7999.75
34,7999.7
1753,7999.7
287,7999.65
1020,7999.65
701,7799.75
1756,6499.85
612,6499.85
180,6499.549999999999
427,5199.95
995,5199.9
1749,5199.85
1980,5199.7
166,5199.6
129,5199.45
743,3899.9
1745,3899.9
1328,3899.85
1448,3899.85
720,3899.85
1958,3899.8
952,3899.8
922,3899.7
1148,3899.65
1323,3899.6
235,2599.85
832,2599.75
1609,2599.7
25,2599.65
23,2599.6
1061,1299.85
1788,1299.8
1035,1299.65
772,0.0
1970,0.0
1999,0.0
1808,0.0
21,0.0
751,0.0
1597,0.0
689,0.0
1254,0.0
108,0.0
1656,0.0
860,0.0
859,0.0
324,0.0
1224,0.0
1194,0.0
1069,0.0
1193,0.0
218,0.0
373,0.0
1882,0.0
631,0.0
1298,0.0
605,0.0
350,0.0
653,0.0
1913,0.0
460,0.0
1369,0.0
543,0.0
480,0.0
478,0.0
536,0.0
61,0.0
532,0.0
491,0.0
1423,0.0
956,0.0
